,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
245,Petz: Saddle Club,PSP,2009.0,Simulation,Ubisoft,80.0,0.0,0.0,10000.0,10080.0
246,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,30.0,0.0,0.0,30.0
247,PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,Microsoft Game Studios,490.0,30.0,30.0,50.0,600.0
248,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,80.0,10.0,10.0,10.0,110.0
249,Parfait,PSV,2015.0,Adventure,TGL,0.0,0.0,30.0,0.0,30.0
250,NASCAR Unleashed,3DS,2011.0,Racing,Activision,180.0,0.0,0.0,10.0,190.0
251,Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,130.0,10.0,0.0,10.0,150.0
252,Koudelka,PS,1999.0,Role-Playing,Atari,50.0,30.0,0.0,10.0,90.0
253,Body Harvest,N64,1998.0,Shooter,Gremlin Interactive Ltd,160.0,40.0,0.0,0.0,200.0
254,Rugby World Cup 2015,PC,2015.0,Sports,Ubisoft,0.0,10.0,0.0,0.0,10.0
255,Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,260.0,0.0,310.0,20.0,590.0
256,Mario Golf,N64,1999.0,Action,Nintendo,620.0,180.0,650.0,20.0,1470.0
257,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,100.0,0.0,0.0,10.0,110.0
258,Up,PSP,2009.0,Action,THQ,240.0,100.0,0.0,70.0,410.0
259,Dishonored,PS3,2012.0,Action,Bethesda Softworks,720.0,540.0,40.0,250.0,1550.0
260,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990.0,Action,Konami Digital Entertainment,1740.0,250.0,210.0,30.0,2230.0
261,Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,160.0,30.0,0.0,10.0,200.0
262,Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,460.0,290.0,1960.0,70.0,2780.0
263,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,0.0,0.0,10.0,0.0,10.0
264,Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,40.0,30.0,0.0,10.0,80.0
265,Just Dance Wii U,WiiU,2014.0,Misc,Nintendo,0.0,0.0,90.0,0.0,90.0
266,SimCity 2000,SAT,1994.0,Simulation,Sega,0.0,0.0,280.0,0.0,280.0
267,Worldwide Soccer Manager 2007,PC,2006.0,Sports,Sega,0.0,20.0,0.0,0.0,20.0
268,Glover,PS,1999.0,Platform,Atari,90.0,60.0,0.0,10.0,160.0
269,The Witch and the Hundred Knight,PS4,2015.0,Role-Playing,Nippon Ichi Software,20.0,10.0,50.0,10.0,90.0
270,NBA 2K12,PSP,2011.0,Sports,Take-Two Interactive,220.0,30.0,0.0,30.0,280.0
271,Ping Pals,DS,2004.0,Misc,THQ,100.0,0.0,0.0,10.0,110.0
274,NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,180.0,140.0,0.0,50.0,370.0
275,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1190.0,170.0,0.0,50.0,1410.0
276,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,90.0,120.0,60.0,50.0,320.0
277,Panzer Tactics,DS,2007.0,Strategy,10TACLE Studios,60.0,0.0,0.0,0.0,60.0
278,Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,180.0,0.0,0.0,10.0,190.0
279,The Incredibles: Rise of the Underminer,XB,2005.0,Action,THQ,60.0,20.0,0.0,0.0,80.0
280,Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,20.0,10.0,0.0,0.0,30.0
281,Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
282,Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,90.0,80.0,60.0,20.0,250.0
283,Bolt,PS3,2008.0,Adventure,Disney Interactive Studios,120.0,50.0,0.0,20.0,190.0
284,Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,170.0,50.0,0.0,10.0,230.0
285,1942,NES,1985.0,Shooter,Capcom,650.0,140.0,210.0,0.0,1000.0
286,Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,80.0,10.0,0.0,10.0,100.0
287,Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,350.0,130.0,0.0,10.0,490.0
288,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
289,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,Activision Value,60.0,0.0,0.0,0.0,60.0
290,FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,110.0,30.0,0.0,0.0,140.0
291,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,320.0,60.0,640.0,40.0,1060.0
292,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1530.0,50.0,0.0,250.0,1830.0
293,Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,Ubisoft,160.0,20.0,10.0,20.0,210.0
294,Samurai Shodown Sen,X360,2009.0,Fighting,Rising Star Games,70.0,10.0,0.0,10.0,90.0
295,Yourself Fitness,XB,2004.0,Sports,responDESIGN,70.0,20.0,0.0,0.0,90.0
296,Global Touring Challenge: Africa,PS2,2001.0,Racing,Rage Software,50.0,40.0,0.0,10.0,100.0
297,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,120.0,230.0,0.0,50.0,400.0
298,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,70.0,0.0,0.0,10.0,80.0
299,Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,10.0,0.0,0.0,0.0,10.0
300,SpongeBob: HeroPants,X360,2015.0,Platform,Activision,80.0,0.0,0.0,10.0,90.0
301,Are You Smarter Than a 5th Grader? Back to School,DS,2010.0,Misc,THQ,80.0,0.0,0.0,10.0,90.0
302,Crazy Taxi 2,DC,2001.0,Racing,Sega,0.0,0.0,70.0,0.0,70.0
303,Panzer Dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,370.0,0.0,370.0
304,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,Little Orbit,0.0,20.0,0.0,0.0,20.0
305,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,Activision,320.0,40.0,10.0,40.0,410.0
306,Neverwinter Nights 2,PC,2006.0,Role-Playing,Atari,0.0,20.0,0.0,0.0,20.0
307,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008.0,Adventure,Alchemist,0.0,0.0,20.0,0.0,20.0
308,Warriors Orochi 2,PSP,2008.0,Action,Tecmo Koei,60.0,0.0,220.0,10.0,290.0
309,Viz,N64,1998.0,Racing,Acclaim Entertainment,230.0,60.0,0.0,0.0,290.0
310,Activision Anthology,GBA,2003.0,Misc,Activision,30.0,10.0,0.0,0.0,40.0
311,The Crew,XOne,2014.0,Racing,Ubisoft,240.0,340.0,0.0,50.0,630.0
312,Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,530.0,20.0,0.0,40.0,590.0
313,Syndicate,X360,2012.0,Shooter,Electronic Arts,100.0,60.0,0.0,20.0,180.0
314,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,30.0,0.0,10.0,40.0
315,Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.0,20.0,0.0,0.0,20.0
316,Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,110.0,0.0,110.0
317,Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,190.0,50.0,0.0,10.0,250.0
318,Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.0,0.0,30.0,0.0,30.0
319,Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,30.0,20.0,0.0,0.0,50.0
320,50 Cent: Bulletproof,PSP,2006.0,Action,Vivendi Games,80.0,0.0,0.0,10.0,90.0
321,de Blob 2,Wii,2011.0,Platform,THQ,110.0,60.0,0.0,20.0,190.0
322,The Urbz: Sims in the City,GBA,2004.0,Simulation,Electronic Arts,370.0,220.0,0.0,30.0,620.0
323,And1 Streetball,PS2,2006.0,Action,Ubisoft,130.0,100.0,0.0,30.0,260.0
324,Sonic Adventure,DC,1998.0,Platform,Sega,1260.0,610.0,460.0,80.0,2410.0
325,Peter Jacobsen's Golden Tee Golf,PS,2000.0,Sports,Infogrames,70.0,50.0,0.0,10.0,130.0
326,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,390.0,0.0,0.0,30.0,420.0
327,FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,270.0,0.0,30.0,300.0
328,WWE '13,Wii,2012.0,Action,THQ,120.0,20.0,0.0,10.0,150.0
329,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,Activision,30.0,20.0,0.0,0.0,50.0
330,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,10.0,0.0,10.0
331,Jackie Chan: Stuntmaster,PS,1999.0,Action,Sony Computer Entertainment,120.0,80.0,0.0,10.0,210.0
332,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,0.0,10.0,0.0,0.0,10.0
333,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,100.0,0.0,0.0,10.0,110.0
334,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,580.0,450.0,0.0,140.0,1170.0
335,Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,40.0,30.0,0.0,0.0,70.0
336,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,120.0,30.0,0.0,0.0,150.0
337,Uppers,PSV,2016.0,Action,Marvelous Entertainment,0.0,0.0,10.0,0.0,10.0
338,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1940.0,860.0,30.0,240.0,3070.0
339,Famicom Mini: Star Soldier,GBA,2004.0,Shooter,Nintendo,0.0,0.0,80.0,0.0,80.0
340,Fate/Stay Night [Réalta Nua],PS2,2007.0,Adventure,Kadokawa Shoten,0.0,0.0,170.0,0.0,170.0
341,Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,20.0,20.0,0.0,10.0,50.0
342,Record of Agarest War,X360,2008.0,Role-Playing,Compile Heart,180.0,0.0,10.0,10.0,200.0
343,NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2310.0,140.0,10.0,160.0,2620.0
344,The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,190.0,10.0,0.0,20.0,220.0
345,Kikou Heidan J-Phoenix,PS2,2001.0,Action,Takara,0.0,0.0,60.0,0.0,60.0
346,Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,570.0,0.0,570.0
347,SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,110.0,260.0,0.0,80.0,450.0
348,Vanark,PS,1999.0,Shooter,Jaleco,10.0,10.0,0.0,0.0,20.0
349,99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,40.0,0.0,40.0
350,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,Deep Silver,0.0,70.0,0.0,10.0,80.0
351,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,50.0,40.0,0.0,10.0,100.0
352,Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,40.0,30.0,360.0,10.0,440.0
353,All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,140.0,0.0,0.0,10.0,150.0
354,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,30.0,0.0,30.0
355,The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,240.0,120.0,0.0,30.0,390.0
356,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,50.0,0.0,0.0,50.0
357,Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,570.0,870.0,20.0,90.0,1550.0
359,Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,50.0,10.0,0.0,0.0,60.0
360,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,30.0,0.0,30.0
361,Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,350.0,60.0,0.0,0.0,410.0
362,Full House Kiss 2,PS2,2006.0,Adventure,Capcom,0.0,0.0,20.0,0.0,20.0
363,Super Real Mahjong P V,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,190.0,0.0,190.0
364,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.0,0.0,260.0,0.0,260.0
365,Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,1030.0,320.0,0.0,90.0,1440.0
366,Mad Max (2015),XOne,2015.0,Action,Warner Bros. Interactive Entertainment,260.0,160.0,0.0,40.0,460.0
367,The Sims 2,DS,2005.0,Simulation,Electronic Arts,820.0,70.0,0.0,70.0,960.0
368,Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,100.0,80.0,0.0,30.0,210.0
369,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,Comfort,0.0,0.0,30.0,0.0,30.0
370,Petz Rescue: Wildlife Vet,Wii,2008.0,Simulation,Ubisoft,210.0,0.0,0.0,20.0,230.0
371,FIFA: Road to World Cup 98,PS,1997.0,Sports,Electronic Arts,140.0,90.0,460.0,50.0,740.0
372,Rugrats in Paris: The Movie,N64,2000.0,Action,THQ,400.0,90.0,0.0,10.0,500.0
373,SimCity,SNES,1991.0,Simulation,Nintendo,930.0,270.0,750.0,40.0,1990.0
374,Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,330.0,210.0,0.0,60.0,600.0
375,WarJetz,PS2,2001.0,Shooter,3DO,20.0,20.0,0.0,10.0,50.0
376,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.0,Action,Disney Interactive Studios,230.0,0.0,0.0,20.0,250.0
377,Saints Row IV,PS3,2013.0,Action,Deep Silver,560.0,440.0,90.0,210.0,1300.0
378,Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,960.0,440.0,80.0,220.0,1700.0
379,Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,40.0,30.0,0.0,10.0,80.0
380,Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,290.0,180.0,0.0,40.0,510.0
381,Demolition Racer,PS,1998.0,Racing,Infogrames,170.0,120.0,0.0,20.0,310.0
382,Gadget Racers (PAL),PS2,2002.0,Racing,Zoo Digital Publishing,0.0,0.0,20.0,0.0,20.0
383,Madden NFL 07,GC,2006.0,Sports,Electronic Arts,480.0,130.0,0.0,20.0,630.0
384,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1640.0,2480.0,440.0,580.0,5140.0
385,G-Force,PS3,2009.0,Action,Disney Interactive Studios,130.0,60.0,0.0,30.0,220.0
386,Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,40.0,10.0,0.0,0.0,50.0
387,Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,40.0,0.0,0.0,0.0,40.0
388,Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,560.0,100.0,270.0,50.0,980.0
389,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
390,Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,260.0,0.0,260.0
391,Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,260.0,100.0,0.0,30.0,390.0
392,War Gods,PS,1996.0,Fighting,GT Interactive,10.0,10.0,0.0,0.0,20.0
393,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,690.0,480.0,10.0,30.0,1210.0
394,Kanon,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,60.0,0.0,60.0
395,The Settlers II 10th Anniversary,PC,2006.0,Action,Ubisoft,0.0,20.0,0.0,0.0,20.0
396,World Racing,XB,2003.0,Racing,TDK Mediactive,50.0,10.0,0.0,0.0,60.0
397,Wild ARMs 5 (jp sales),PS2,2006.0,Role-Playing,505 Games,0.0,0.0,120.0,0.0,120.0
398,Onimusha Tactics,GBA,2003.0,Strategy,Capcom,60.0,20.0,0.0,0.0,80.0
399,The Dog Island,PS2,2007.0,Adventure,Ubisoft,130.0,100.0,0.0,30.0,260.0
400,Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,20.0,0.0,0.0,20.0
401,The King of Fighters NeoWave,XB,2006.0,Fighting,SNK Playmore,20.0,0.0,0.0,0.0,20.0
402,Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,210.0,20.0,0.0,20.0,250.0
403,World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,90.0,60.0,0.0,10.0,160.0
404,Syberia,DS,2008.0,Action,Mindscape,100.0,20.0,0.0,10.0,130.0
405,Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,0.0,0.0,500.0,0.0,500.0
406,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,60.0,0.0,0.0,0.0,60.0
407,Evil Dead: Regeneration,XB,2005.0,Action,THQ,60.0,20.0,0.0,0.0,80.0
409,Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,80.0,20.0,0.0,0.0,100.0
410,Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,370.0,0.0,0.0,40.0,410.0
411,One Piece: Pirate Warriors 3,PS3,2015.0,Action,Namco Bandai Games,0.0,90.0,190.0,10.0,290.0
412,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,60.0,20.0,0.0,0.0,80.0
413,Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,40.0,0.0,40.0
414,Centipede: Infestation,Wii,2011.0,Shooter,Atari,60.0,0.0,0.0,0.0,60.0
415,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998.0,Fighting,Tomy Corporation,0.0,0.0,210.0,10.0,220.0
416,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,90.0,30.0,620.0,20.0,760.0
417,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010.0,Adventure,Russel,0.0,0.0,20.0,0.0,20.0
418,The Oregon Trail,3DS,2011.0,Simulation,Crave Entertainment,120.0,0.0,0.0,10.0,130.0
419,Sonic Riders: Zero Gravity,Wii,2008.0,Racing,Sega,500.0,320.0,20.0,100.0,940.0
420,Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,30.0,0.0,30.0
421,Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,Namco Bandai Games,100.0,40.0,40.0,10.0,190.0
422,Shrek the Third,PS2,2007.0,Action,Activision,400.0,20.0,0.0,70.0,490.0
423,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016.0,Action,dramatic create,0.0,0.0,10.0,0.0,10.0
424,The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,320.0,10.0,0.0,0.0,330.0
425,Rec Room Games,DS,2011.0,Sports,Destineer,70.0,0.0,0.0,0.0,70.0
426,Mario Party,N64,1998.0,Misc,Nintendo,1250.0,530.0,870.0,50.0,2700.0
427,FIFA Street,GC,2005.0,Sports,Electronic Arts,40.0,10.0,0.0,0.0,50.0
428,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,120.0,0.0,120.0
429,Monster Jam: Urban Assault,Wii,2008.0,Racing,Activision,390.0,0.0,0.0,30.0,420.0
431,WSC Real 11: World Snooker Championship,PS3,2011.0,Sports,Koch Media,0.0,70.0,0.0,20.0,90.0
432,Sitting Ducks,GBA,2003.0,Platform,LSP Games,20.0,10.0,0.0,0.0,30.0
433,Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,90.0,20.0,0.0,10.0,120.0
434,Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,40.0,0.0,10.0,50.0
435,Casper,GBA,2002.0,Adventure,Microids,10.0,0.0,0.0,0.0,10.0
436,Adidas Power Soccer 98,PS,1998.0,Sports,Psygnosis,10.0,10.0,0.0,0.0,20.0
437,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,30.0,0.0,30.0
438,Super Baseball Simulator 1.000,SNES,1991.0,Sports,Culture Brain,0.0,0.0,200.0,0.0,200.0
439,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000.0,Misc,Sony Computer Entertainment,50.0,30.0,0.0,10.0,90.0
440,WWII Aces,Wii,2008.0,Simulation,Destineer,270.0,0.0,0.0,20.0,290.0
441,Irritating Stick,PS,1998.0,Action,Saurus,10.0,10.0,0.0,0.0,20.0
442,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,300.0,230.0,0.0,80.0,610.0
443,U-Sing  2,Wii,2010.0,Misc,Mindscape,0.0,80.0,0.0,10.0,90.0
444,The Thing,PS2,2002.0,Adventure,Vivendi Games,220.0,170.0,0.0,60.0,450.0
445,Gears of War: Judgment,X360,2013.0,Shooter,Microsoft Game Studios,920.0,530.0,30.0,130.0,1610.0
446,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,690.0,540.0,0.0,180.0,1410.0
447,Medal of Honor: Warfighter,X360,2012.0,Action,Electronic Arts,580.0,470.0,10.0,100.0,1160.0
448,WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,280.0,230.0,0.0,40.0,550.0
449,Fortune Street,Wii,2011.0,Misc,Nintendo,270.0,40.0,170.0,20.0,500.0
450,Star Wars: Battlefront,XB,2004.0,Shooter,Activision,1240.0,450.0,0.0,70.0,1760.0
451,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,210.0,160.0,0.0,50.0,420.0
452,TOCA Race Driver 3,XB,2006.0,Racing,Codemasters,30.0,10.0,0.0,0.0,40.0
453,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,30.0,0.0,30.0
454,Disney's Treasure Planet,PS2,2002.0,Action,Sony Computer Entertainment,160.0,130.0,0.0,40.0,330.0
455,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,460.0,60.0,0.0,20.0,540.0
456,FIFA 14,XOne,2013.0,Sports,Electronic Arts,410.0,660.0,0.0,120.0,1190.0
457,Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,130.0,70.0,0.0,20.0,220.0
458,F1 2010,PS3,2010.0,Racing,Codemasters,250.0,760.0,80.0,270.0,1360.0
459,Renai 0 Kilometer,PSP,2013.0,Adventure,Alchemist,0.0,0.0,30.0,0.0,30.0
460,Spider-Man: The Movie,GC,2002.0,Action,Activision,860.0,270.0,10.0,40.0,1180.0
461,Conker's Bad Fur Day,N64,2001.0,Platform,THQ,530.0,220.0,0.0,20.0,770.0
462,Mario's Picross,GB,1995.0,Puzzle,Nintendo,0.0,0.0,620.0,0.0,620.0
463,Armored Core 2,PS2,2000.0,Simulation,Ubisoft,280.0,220.0,230.0,70.0,800.0
464,Rapala Fishing Frenzy 2009,PS3,2008.0,Sports,Activision,160.0,0.0,0.0,10.0,170.0
465,Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,20.0,0.0,0.0,10.0,30.0
466,Baseball,NES,1983.0,Sports,Nintendo,730.0,100.0,2350.0,20.0,3200.0
467,Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,550.0,150.0,30.0,60.0,790.0
468,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,80.0,30.0,0.0,0.0,110.0
469,Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,110.0,0.0,0.0,10.0,120.0
470,Super Robot Spirits,N64,1998.0,Fighting,Banpresto,0.0,0.0,40.0,30.0,70.0
471,Superman: Shadow of Apokolips,GC,2003.0,Action,Atari,60.0,20.0,0.0,0.0,80.0
472,FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,170.0,130.0,20.0,40.0,360.0
473,Full Auto 2: Battlelines,PSP,2007.0,Racing,Sega,0.0,10.0,0.0,0.0,10.0
474,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1540.0,1940.0,190.0,770.0,4440.0
475,Maken Shao: Demon Sword,PS2,2001.0,Action,Midas Interactive Entertainment,0.0,0.0,40.0,0.0,40.0
476,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,30.0,0.0,30.0
477,Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0.0,0.0,20.0,0.0,20.0
478,Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,150.0,0.0,150.0
479,In the Hunt,PS,1995.0,Shooter,THQ,30.0,20.0,70.0,10.0,130.0
480,Nitrobike,Wii,2008.0,Racing,Ubisoft,110.0,10.0,0.0,10.0,130.0
481,San Goku Shi Taisen Ten,DS,2008.0,Strategy,Sega,0.0,0.0,70.0,0.0,70.0
482,Madden NFL 2002,GC,2001.0,Sports,Electronic Arts,470.0,120.0,0.0,20.0,610.0
483,Mappy,NES,1984.0,Platform,Namco Bandai Games,0.0,0.0,690.0,0.0,690.0
484,Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,60.0,0.0,60.0
485,Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,970.0,0.0,970.0
486,LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,1020.0,970.0,0.0,390.0,2380.0
487,Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,130.0,70.0,0.0,440.0,640.0
488,Kung Fu Chaos,XB,2003.0,Fighting,Microsoft Game Studios,210.0,60.0,0.0,10.0,280.0
489,Shadow Master,PS,1997.0,Adventure,Psygnosis,50.0,40.0,0.0,10.0,100.0
490,Lost Planet 2,PS3,2010.0,Shooter,Capcom,290.0,340.0,200.0,130.0,960.0
491,Mafia II,PS3,2010.0,Action,Take-Two Interactive,500.0,720.0,40.0,260.0,1520.0
492,Skate,PS3,2007.0,Sports,Electronic Arts,290.0,50.0,0.0,40.0,380.0
493,Rise of Nightmares,X360,2011.0,Action,Sega,280.0,130.0,10.0,40.0,460.0
494,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,110.0,0.0,110.0
495,SBK: Snowboard Kids,DS,2005.0,Sports,Rising Star Games,20.0,0.0,0.0,0.0,20.0
496,Puyo Pop,GBA,2001.0,Puzzle,Sega,40.0,10.0,0.0,0.0,50.0
497,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,30.0,0.0,0.0,0.0,30.0
498,Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,490.0,30.0,520.0
499,Indiana Jones and the Staff of Kings,PS2,2009.0,Action,Activision,110.0,10.0,0.0,160.0,280.0
500,Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,90.0,0.0,90.0
